month;day;hour;district;qnt;weekday;season;workday;temperature;r_temperature;wind;humidity;dew_point;pressure
5;13;16;2;Very low;7;Spring;0;15;15;24;72;10;1009
5;13;16;3;Very low;7;Spring;0;15;15;24;72;10;1009
5;13;16;4;Very low;7;Spring;0;15;15;24;72;10;1009
5;13;17;1;Low;7;Spring;0;15;15;26;72;10;1009
5;13;17;2;Very low;7;Spring;0;15;15;26;72;10;1009
5;13;17;3;Very low;7;Spring;0;15;15;26;72;10;1009
5;13;17;4;Very low;7;Spring;0;15;15;26;72;10;1009
5;13;18;1;Low;7;Spring;0;15;15;22;68;9;1009
5;13;18;2;Very low;7;Spring;0;15;15;22;68;9;1009
5;13;18;3;Very low;7;Spring;0;15;15;22;68;9;1009
5;13;18;4;Very low;7;Spring;0;15;15;22;68;9;1009
5;13;19;1;Low;7;Spring;0;14;14;23;70;9;1009
5;13;19;2;Very low;7;Spring;0;14;14;23;70;9;1009
5;13;19;3;Very low;7;Spring;0;14;14;23;70;9;1009
5;13;19;4;Very low;7;Spring;0;14;14;23;70;9;1009
5;13;20;1;Very low;7;Spring;0;13;13;18;75;9;1010
5;13;20;2;Very low;7;Spring;0;13;13;18;75;9;1010
5;13;20;3;Very low;7;Spring;0;13;13;18;75;9;1010
5;13;20;4;Very low;7;Spring;0;13;13;18;75;9;1010
5;13;21;1;Very low;7;Spring;0;13;13;11;77;9;1010
5;13;21;2;Very low;7;Spring;0;13;13;11;77;9;1010
5;13;21;3;Very low;7;Spring;0;13;13;11;77;9;1010
5;13;21;4;Very low;7;Spring;0;13;13;11;77;9;1010
5;13;22;1;Very low;7;Spring;0;12;12;10;80;9;1010
5;13;22;2;Very low;7;Spring;0;12;12;10;80;9;1010
5;13;22;3;Very low;7;Spring;0;12;12;10;80;9;1010
5;13;22;4;Very low;7;Spring;0;12;12;10;80;9;1010
5;13;23;1;Very low;7;Spring;0;12;12;10;82;9;1010
5;13;23;2;Very low;7;Spring;0;12;12;10;82;9;1010
5;13;23;3;Very low;7;Spring;0;12;12;10;82;9;1010
5;13;23;4;Very low;7;Spring;0;12;12;10;82;9;1010
5;14;0;1;Very low;1;Spring;0;11;11;8;85;9;1010
5;14;0;2;Very low;1;Spring;0;11;11;8;85;9;1010
5;14;0;3;Very low;1;Spring;0;11;11;8;85;9;1010
5;14;0;4;Very low;1;Spring;0;11;11;8;85;9;1010
5;14;1;1;Very low;1;Spring;0;10;10;6;88;8;1010
5;14;1;2;Very low;1;Spring;0;10;10;6;88;8;1010
5;14;1;3;Very low;1;Spring;0;10;10;6;88;8;1010
5;14;1;4;Very low;1;Spring;0;10;10;6;88;8;1010
5;14;2;1;Very low;1;Spring;0;9;9;7;92;8;1009
5;14;2;2;Very low;1;Spring;0;9;9;7;92;8;1009
5;14;2;3;Very low;1;Spring;0;9;9;7;92;8;1009
5;14;2;4;Very low;1;Spring;0;9;9;7;92;8;1009
5;14;3;1;Very low;1;Spring;0;9;8;4;96;8;1009
5;14;3;3;Very low;1;Spring;0;9;8;4;96;8;1009
5;14;3;4;Very low;1;Spring;0;9;8;4;96;8;1009
5;14;4;1;Very low;1;Spring;0;9;8;9;96;8;1009
5;14;4;2;Very low;1;Spring;0;9;8;9;96;8;1009
5;14;4;4;Very low;1;Spring;0;9;8;9;96;8;1009
5;14;5;1;Very low;1;Spring;0;8;7;9;97;8;1009
5;14;5;2;Very low;1;Spring;0;8;7;9;97;8;1009
5;14;5;3;Very low;1;Spring;0;8;7;9;97;8;1009
5;14;6;1;Very low;1;Spring;0;9;8;7;97;9;1009
5;14;6;2;Very low;1;Spring;0;9;8;7;97;9;1009
5;14;6;4;Very low;1;Spring;0;9;8;7;97;9;1009
5;14;7;1;Very low;1;Spring;0;11;11;8;94;10;1009
5;14;7;2;Very low;1;Spring;0;11;11;8;94;10;1009
5;14;7;3;Very low;1;Spring;0;11;11;8;94;10;1009
5;14;7;4;Very low;1;Spring;0;11;11;8;94;10;1009
5;14;8;1;Very low;1;Spring;0;13;13;12;94;12;1008
5;14;8;2;Very low;1;Spring;0;13;13;12;94;12;1008
5;14;8;3;Very low;1;Spring;0;13;13;12;94;12;1008
5;14;8;4;Very low;1;Spring;0;13;13;12;94;12;1008
5;14;9;1;Low;1;Spring;0;15;15;13;86;13;1008
5;14;9;2;Very low;1;Spring;0;15;15;13;86;13;1008
5;14;9;3;Very low;1;Spring;0;15;15;13;86;13;1008
5;14;9;4;Very low;1;Spring;0;15;15;13;86;13;1008
5;14;10;1;Low;1;Spring;0;18;18;16;73;13;1007
5;14;10;2;Very low;1;Spring;0;18;18;16;73;13;1007
5;14;10;3;Very low;1;Spring;0;18;18;16;73;13;1007
5;14;10;4;Very low;1;Spring;0;18;18;16;73;13;1007
5;14;11;1;Medium;1;Spring;0;21;21;23;55;12;1006
5;14;11;2;Very low;1;Spring;0;21;21;23;55;12;1006
5;14;11;3;Very low;1;Spring;0;21;21;23;55;12;1006
5;14;11;4;Very low;1;Spring;0;21;21;23;55;12;1006
5;14;12;1;Medium;1;Spring;0;24;23;25;42;10;1006
5;14;12;2;Very low;1;Spring;0;24;23;25;42;10;1006
5;14;12;3;Low;1;Spring;0;24;23;25;42;10;1006
5;14;12;4;Very low;1;Spring;0;24;23;25;42;10;1006
5;14;13;1;Medium;1;Spring;0;25;24;28;35;8;1005
5;14;13;2;Very low;1;Spring;0;25;24;28;35;8;1005
5;14;13;3;Low;1;Spring;0;25;24;28;35;8;1005
5;14;13;4;Very low;1;Spring;0;25;24;28;35;8;1005
5;14;14;1;Medium;1;Spring;0;27;26;36;29;7;1005
5;14;14;2;Very low;1;Spring;0;27;26;36;29;7;1005
5;14;14;3;Low;1;Spring;0;27;26;36;29;7;1005
5;14;14;4;Very low;1;Spring;0;27;26;36;29;7;1005
5;14;15;1;Medium;1;Spring;0;26;25;39;25;4;1005
5;14;15;2;Very low;1;Spring;0;26;25;39;25;4;1005
5;14;15;3;Low;1;Spring;0;26;25;39;25;4;1005
5;14;15;4;Very low;1;Spring;0;26;25;39;25;4;1005
5;14;16;1;Medium;1;Spring;0;27;26;36;22;3;1004
5;14;16;2;Very low;1;Spring;0;27;26;36;22;3;1004
5;14;16;3;Low;1;Spring;0;27;26;36;22;3;1004
5;14;16;4;Very low;1;Spring;0;27;26;36;22;3;1004
5;14;17;1;Medium;1;Spring;0;26;25;27;23;4;1004
5;14;17;2;Very low;1;Spring;0;26;25;27;23;4;1004
5;14;17;3;Low;1;Spring;0;26;25;27;23;4;1004
5;14;17;4;Very low;1;Spring;0;26;25;27;23;4;1004
5;14;18;1;Medium;1;Spring;0;26;25;24;25;5;1004
5;14;18;2;Very low;1;Spring;0;26;25;24;25;5;1004
5;14;18;3;Very low;1;Spring;0;26;25;24;25;5;1004
5;14;18;4;Very low;1;Spring;0;26;25;24;25;5;1004
5;14;19;1;Low;1;Spring;0;25;24;22;30;6;1004
5;14;19;2;Very low;1;Spring;0;25;24;22;30;6;1004
5;14;19;3;Very low;1;Spring;0;25;24;22;30;6;1004
5;14;19;4;Very low;1;Spring;0;25;24;22;30;6;1004
5;14;20;1;Low;1;Spring;0;24;23;16;33;7;1005
5;14;20;2;Very low;1;Spring;0;24;23;16;33;7;1005
5;14;20;3;Very low;1;Spring;0;24;23;16;33;7;1005
5;14;20;4;Very low;1;Spring;0;24;23;16;33;7;1005
5;14;21;1;Very low;1;Spring;0;23;22;15;38;8;1006
5;14;21;2;Very low;1;Spring;0;23;22;15;38;8;1006
5;14;21;3;Very low;1;Spring;0;23;22;15;38;8;1006
5;14;21;4;Very low;1;Spring;0;23;22;15;38;8;1006
5;14;22;1;Very low;1;Spring;0;21;21;26;39;7;1007
5;14;22;2;Very low;1;Spring;0;21;21;26;39;7;1007
5;14;22;3;Very low;1;Spring;0;21;21;26;39;7;1007
5;14;22;4;Very low;1;Spring;0;21;21;26;39;7;1007
5;14;23;1;Very low;1;Spring;0;19;19;32;33;2;1009
5;14;23;2;Very low;1;Spring;0;19;19;32;33;2;1009
5;14;23;3;Very low;1;Spring;0;19;19;32;33;2;1009
5;14;23;4;Very low;1;Spring;0;19;19;32;33;2;1009
5;15;0;1;Very low;2;Spring;1;17;17;25;26;-3;1010
5;15;0;2;Very low;2;Spring;1;17;17;25;26;-3;1010
5;15;0;3;Very low;2;Spring;1;17;17;25;26;-3;1010
5;15;0;4;Very low;2;Spring;1;17;17;25;26;-3;1010
5;15;1;1;Very low;2;Spring;1;16;16;25;26;-3;1010
5;15;1;2;Very low;2;Spring;1;16;16;25;26;-3;1010
5;15;1;3;Very low;2;Spring;1;16;16;25;26;-3;1010
5;15;1;4;Very low;2;Spring;1;16;16;25;26;-3;1010
5;15;2;1;Very low;2;Spring;1;16;16;24;30;-2;1010
5;15;2;2;Very low;2;Spring;1;16;16;24;30;-2;1010
5;15;2;3;Very low;2;Spring;1;16;16;24;30;-2;1010
5;15;3;1;Very low;2;Spring;1;14;14;18;37;0;1011
5;15;3;2;Very low;2;Spring;1;14;14;18;37;0;1011
5;15;4;1;Very low;2;Spring;1;13;13;19;41;0;1012
5;15;4;2;Very low;2;Spring;1;13;13;19;41;0;1012
5;15;4;3;Very low;2;Spring;1;13;13;19;41;0;1012
5;15;4;4;Very low;2;Spring;1;13;13;19;41;0;1012
5;15;5;1;Very low;2;Spring;1;13;13;20;43;1;1012
5;15;5;2;Very low;2;Spring;1;13;13;20;43;1;1012
5;15;5;3;Very low;2;Spring;1;13;13;20;43;1;1012
5;15;5;4;Very low;2;Spring;1;13;13;20;43;1;1012
5;15;6;1;Very low;2;Spring;1;13;13;13;46;2;1013
5;15;6;2;Very low;2;Spring;1;13;13;13;46;2;1013
5;15;6;3;Very low;2;Spring;1;13;13;13;46;2;1013
5;15;6;4;Very low;2;Spring;1;13;13;13;46;2;1013
5;15;7;1;Low;2;Spring;1;14;14;17;50;3;1014
5;15;7;2;Very low;2;Spring;1;14;14;17;50;3;1014
5;15;7;3;Very low;2;Spring;1;14;14;17;50;3;1014
5;15;7;4;Very low;2;Spring;1;14;14;17;50;3;1014
5;15;8;1;Medium;2;Spring;1;15;15;23;49;4;1014
5;15;8;2;Very low;2;Spring;1;15;15;23;49;4;1014
5;15;8;3;Very low;2;Spring;1;15;15;23;49;4;1014
5;15;8;4;Very low;2;Spring;1;15;15;23;49;4;1014
5;15;9;1;Low;2;Spring;1;16;16;28;46;5;1014
5;15;9;2;Very low;2;Spring;1;16;16;28;46;5;1014
5;15;9;3;Very low;2;Spring;1;16;16;28;46;5;1014
5;15;9;4;Very low;2;Spring;1;16;16;28;46;5;1014
5;15;10;1;Very low;2;Spring;1;18;18;28;44;5;1014
5;15;10;2;Very low;2;Spring;1;18;18;28;44;5;1014
5;15;10;3;Very low;2;Spring;1;18;18;28;44;5;1014
5;15;10;4;Very low;2;Spring;1;18;18;28;44;5;1014
5;15;11;1;Low;2;Spring;1;19;19;29;39;4;1013
5;15;11;2;Very low;2;Spring;1;19;19;29;39;4;1013
5;15;11;3;Very low;2;Spring;1;19;19;29;39;4;1013
5;15;11;4;Very low;2;Spring;1;19;19;29;39;4;1013
5;15;12;1;Low;2;Spring;1;20;20;29;36;5;1013
5;15;12;2;Very low;2;Spring;1;20;20;29;36;5;1013
5;15;12;3;Very low;2;Spring;1;20;20;29;36;5;1013
5;15;12;4;Very low;2;Spring;1;20;20;29;36;5;1013
5;15;13;1;Low;2;Spring;1;22;21;30;34;5;1012
5;15;13;2;Very low;2;Spring;1;22;21;30;34;5;1012
5;15;13;3;Very low;2;Spring;1;22;21;30;34;5;1012
5;15;13;4;Very low;2;Spring;1;22;21;30;34;5;1012
5;15;14;1;Low;2;Spring;1;23;22;28;30;4;1012
5;15;14;2;Very low;2;Spring;1;23;22;28;30;4;1012
5;15;14;3;Very low;2;Spring;1;23;22;28;30;4;1012
5;15;14;4;Very low;2;Spring;1;23;22;28;30;4;1012
5;15;15;1;Low;2;Spring;1;24;23;26;28;4;1011
5;15;15;2;Very low;2;Spring;1;24;23;26;28;4;1011
5;15;15;3;Very low;2;Spring;1;24;23;26;28;4;1011
5;15;15;4;Very low;2;Spring;1;24;23;26;28;4;1011
5;15;16;1;Medium;2;Spring;1;25;24;35;26;4;1011
5;15;16;2;Very low;2;Spring;1;25;24;35;26;4;1011
5;15;16;3;Very low;2;Spring;1;25;24;35;26;4;1011
5;15;16;4;Very low;2;Spring;1;25;24;35;26;4;1011
5;15;17;1;Very High;2;Spring;1;24;23;33;27;4;1012
5;15;17;2;Very low;2;Spring;1;24;23;33;27;4;1012
5;15;17;3;Low;2;Spring;1;24;23;33;27;4;1012
5;15;17;4;Very low;2;Spring;1;24;23;33;27;4;1012
5;15;18;1;High;2;Spring;1;24;23;29;27;4;1012
5;15;18;2;Very low;2;Spring;1;24;23;29;27;4;1012
5;15;18;3;Very low;2;Spring;1;24;23;29;27;4;1012
5;15;18;4;Very low;2;Spring;1;24;23;29;27;4;1012
5;15;19;1;Medium;2;Spring;1;23;22;20;28;4;1013
5;15;19;2;Very low;2;Spring;1;23;22;20;28;4;1013
5;15;19;3;Very low;2;Spring;1;23;22;20;28;4;1013
5;15;19;4;Very low;2;Spring;1;23;22;20;28;4;1013
5;15;20;1;Low;2;Spring;1;22;21;13;30;4;1014
5;15;20;2;Very low;2;Spring;1;22;21;13;30;4;1014
5;15;20;3;Very low;2;Spring;1;22;21;13;30;4;1014
5;15;20;4;Very low;2;Spring;1;22;21;13;30;4;1014
5;15;21;1;Very low;2;Spring;1;21;21;11;33;5;1014
5;15;21;2;Very low;2;Spring;1;21;21;11;33;5;1014
5;15;21;3;Very low;2;Spring;1;21;21;11;33;5;1014
5;15;21;4;Very low;2;Spring;1;21;21;11;33;5;1014
5;15;22;1;Very low;2;Spring;1;20;20;10;37;5;1015
5;15;22;2;Very low;2;Spring;1;20;20;10;37;5;1015
5;15;22;3;Very low;2;Spring;1;20;20;10;37;5;1015
5;15;22;4;Very low;2;Spring;1;20;20;10;37;5;1015
5;15;23;1;Very low;2;Spring;1;19;19;9;42;5;1015
5;15;23;2;Very low;2;Spring;1;19;19;9;42;5;1015
5;15;23;3;Very low;2;Spring;1;19;19;9;42;5;1015
5;15;23;4;Very low;2;Spring;1;19;19;9;42;5;1015
5;16;0;1;Very low;3;Spring;1;18;18;8;52;7;1016
5;16;0;2;Very low;3;Spring;1;18;18;8;52;7;1016
5;16;0;3;Very low;3;Spring;1;18;18;8;52;7;1016
5;16;0;4;Very low;3;Spring;1;18;18;8;52;7;1016
5;16;1;1;Very low;3;Spring;1;17;17;7;60;9;1016
5;16;1;3;Very low;3;Spring;1;17;17;7;60;9;1016
5;16;2;1;Very low;3;Spring;1;15;15;10;67;9;1016
5;16;2;2;Very low;3;Spring;1;15;15;10;67;9;1016
5;16;3;1;Very low;3;Spring;1;14;14;10;67;8;1017
5;16;3;2;Very low;3;Spring;1;14;14;10;67;8;1017
5;16;3;4;Very low;3;Spring;1;14;14;10;67;8;1017
5;16;4;1;Very low;3;Spring;1;13;13;6;72;8;1017
5;16;4;3;Very low;3;Spring;1;13;13;6;72;8;1017
5;16;5;1;Very low;3;Spring;1;13;13;1;68;7;1017
5;16;5;2;Very low;3;Spring;1;13;13;1;68;7;1017
5;16;5;3;Very low;3;Spring;1;13;13;1;68;7;1017
5;16;5;4;Very low;3;Spring;1;13;13;1;68;7;1017
5;16;6;1;Very low;3;Spring;1;14;14;0;71;8;1018
5;16;6;2;Very low;3;Spring;1;14;14;0;71;8;1018
5;16;6;3;Very low;3;Spring;1;14;14;0;71;8;1018
5;16;6;4;Very low;3;Spring;1;14;14;0;71;8;1018
5;16;7;1;Medium;3;Spring;1;15;15;5;69;10;1018
5;16;7;2;Very low;3;Spring;1;15;15;5;69;10;1018
5;16;7;3;Very low;3;Spring;1;15;15;5;69;10;1018
5;16;7;4;Very low;3;Spring;1;15;15;5;69;10;1018
5;16;8;1;High;3;Spring;1;17;17;6;68;11;1019
5;16;8;2;Very low;3;Spring;1;17;17;6;68;11;1019
5;16;8;3;Very low;3;Spring;1;17;17;6;68;11;1019
5;16;8;4;Very low;3;Spring;1;17;17;6;68;11;1019
5;16;9;1;Low;3;Spring;1;19;19;3;54;9;1019
5;16;9;2;Very low;3;Spring;1;19;19;3;54;9;1019
5;16;9;3;Very low;3;Spring;1;19;19;3;54;9;1019
5;16;9;4;Very low;3;Spring;1;19;19;3;54;9;1019
5;16;10;1;Low;3;Spring;1;22;21;6;45;9;1019
5;16;10;2;Very low;3;Spring;1;22;21;6;45;9;1019
5;16;10;3;Very low;3;Spring;1;22;21;6;45;9;1019
5;16;10;4;Very low;3;Spring;1;22;21;6;45;9;1019
5;16;11;1;Low;3;Spring;1;23;22;10;43;9;1018
5;16;11;2;Very low;3;Spring;1;23;22;10;43;9;1018
5;16;11;3;Very low;3;Spring;1;23;22;10;43;9;1018
5;16;11;4;Very low;3;Spring;1;23;22;10;43;9;1018
5;16;12;1;Low;3;Spring;1;24;23;12;41;10;1018
5;16;12;2;Very low;3;Spring;1;24;23;12;41;10;1018
5;16;12;3;Very low;3;Spring;1;24;23;12;41;10;1018
5;16;12;4;Very low;3;Spring;1;24;23;12;41;10;1018
5;16;13;1;Low;3;Spring;1;25;25;17;40;10;1018
5;16;13;2;Very low;3;Spring;1;25;25;17;40;10;1018
5;16;13;3;Very low;3;Spring;1;25;25;17;40;10;1018
5;16;13;4;Very low;3;Spring;1;25;25;17;40;10;1018
5;16;14;1;Low;3;Spring;1;25;25;20;41;11;1017
5;16;14;2;Very low;3;Spring;1;25;25;20;41;11;1017
5;16;14;3;Very low;3;Spring;1;25;25;20;41;11;1017
5;16;14;4;Very low;3;Spring;1;25;25;20;41;11;1017
5;16;15;1;Low;3;Spring;1;25;25;20;42;11;1016
5;16;15;2;Very low;3;Spring;1;25;25;20;42;11;1016
5;16;15;3;Very low;3;Spring;1;25;25;20;42;11;1016
5;16;15;4;Very low;3;Spring;1;25;25;20;42;11;1016
5;16;16;1;Medium;3;Spring;1;26;26;21;42;12;1016
5;16;16;2;Very low;3;Spring;1;26;26;21;42;12;1016
5;16;16;3;Very low;3;Spring;1;26;26;21;42;12;1016
5;16;16;4;Very low;3;Spring;1;26;26;21;42;12;1016
5;16;17;1;Very High;3;Spring;1;25;25;19;43;11;1016
5;16;17;2;Very low;3;Spring;1;25;25;19;43;11;1016
5;16;17;3;Low;3;Spring;1;25;25;19;43;11;1016
5;16;17;4;Very low;3;Spring;1;25;25;19;43;11;1016
5;16;18;1;High;3;Spring;1;24;24;15;44;11;1016
5;16;18;2;Very low;3;Spring;1;24;24;15;44;11;1016
5;16;18;3;Very low;3;Spring;1;24;24;15;44;11;1016
5;16;18;4;Very low;3;Spring;1;24;24;15;44;11;1016
5;16;19;1;Medium;3;Spring;1;23;23;15;47;12;1016
5;16;19;2;Very low;3;Spring;1;23;23;15;47;12;1016
5;16;19;3;Very low;3;Spring;1;23;23;15;47;12;1016
5;16;19;4;Very low;3;Spring;1;23;23;15;47;12;1016
5;16;20;1;Low;3;Spring;1;22;22;15;56;13;1016
5;16;20;2;Very low;3;Spring;1;22;22;15;56;13;1016
5;16;20;3;Very low;3;Spring;1;22;22;15;56;13;1016
5;16;20;4;Very low;3;Spring;1;22;22;15;56;13;1016
5;16;21;1;Low;3;Spring;1;20;20;13;62;13;1016
5;16;21;2;Very low;3;Spring;1;20;20;13;62;13;1016
5;16;21;3;Very low;3;Spring;1;20;20;13;62;13;1016
5;16;21;4;Very low;3;Spring;1;20;20;13;62;13;1016
5;16;22;1;Very low;3;Spring;1;19;19;14;66;13;1016
5;16;22;2;Very low;3;Spring;1;19;19;14;66;13;1016
5;16;22;3;Very low;3;Spring;1;19;19;14;66;13;1016
5;16;22;4;Very low;3;Spring;1;19;19;14;66;13;1016
5;16;23;1;Very low;3;Spring;1;19;19;13;68;13;1016
5;16;23;2;Very low;3;Spring;1;19;19;13;68;13;1016
5;16;23;3;Very low;3;Spring;1;19;19;13;68;13;1016
5;16;23;4;Very low;3;Spring;1;19;19;13;68;13;1016
5;17;0;1;Very low;4;Spring;1;19;19;12;71;13;1016
5;17;0;2;Very low;4;Spring;1;19;19;12;71;13;1016
5;17;0;3;Very low;4;Spring;1;19;19;12;71;13;1016
5;17;0;4;Very low;4;Spring;1;19;19;12;71;13;1016
5;17;1;1;Very low;4;Spring;1;18;18;10;73;13;1015
5;17;1;2;Very low;4;Spring;1;18;18;10;73;13;1015
5;17;1;3;Very low;4;Spring;1;18;18;10;73;13;1015
5;17;2;1;Very low;4;Spring;1;18;18;8;75;13;1015
5;17;2;2;Very low;4;Spring;1;18;18;8;75;13;1015
5;17;2;3;Very low;4;Spring;1;18;18;8;75;13;1015
5;17;3;1;Very low;4;Spring;1;17;17;9;77;13;1015
5;17;4;1;Very low;4;Spring;1;17;17;7;77;13;1015
5;17;4;3;Very low;4;Spring;1;17;17;7;77;13;1015
5;17;4;4;Very low;4;Spring;1;17;17;7;77;13;1015
5;17;5;1;Very low;4;Spring;1;17;17;10;77;13;1015
5;17;5;2;Very low;4;Spring;1;17;17;10;77;13;1015
5;17;5;3;Very low;4;Spring;1;17;17;10;77;13;1015
5;17;5;4;Very low;4;Spring;1;17;17;10;77;13;1015
5;17;6;1;Very low;4;Spring;1;18;18;7;78;14;1016
5;17;6;2;Very low;4;Spring;1;18;18;7;78;14;1016
5;17;6;3;Very low;4;Spring;1;18;18;7;78;14;1016
5;17;6;4;Very low;4;Spring;1;18;18;7;78;14;1016
5;17;7;1;Medium;4;Spring;1;19;19;11;74;14;1017
5;17;7;2;Very low;4;Spring;1;19;19;11;74;14;1017
5;17;7;3;Very low;4;Spring;1;19;19;11;74;14;1017
5;17;7;4;Very low;4;Spring;1;19;19;11;74;14;1017
5;17;8;1;Medium;4;Spring;1;20;20;13;73;15;1017
5;17;8;2;Very low;4;Spring;1;20;20;13;73;15;1017
5;17;8;3;Very low;4;Spring;1;20;20;13;73;15;1017
5;17;8;4;Very low;4;Spring;1;20;20;13;73;15;1017
5;17;9;1;Low;4;Spring;1;22;22;11;71;17;1017
5;17;9;2;Very low;4;Spring;1;22;22;11;71;17;1017
5;17;9;3;Very low;4;Spring;1;22;22;11;71;17;1017
5;17;9;4;Very low;4;Spring;1;22;22;11;71;17;1017
5;17;10;1;Very low;4;Spring;1;25;26;10;64;18;1017
5;17;10;2;Very low;4;Spring;1;25;26;10;64;18;1017
5;17;10;3;Very low;4;Spring;1;25;26;10;64;18;1017
5;17;10;4;Very low;4;Spring;1;25;26;10;64;18;1017
5;17;11;1;Low;4;Spring;1;27;28;11;59;19;1017
5;17;11;2;Very low;4;Spring;1;27;28;11;59;19;1017
5;17;11;3;Very low;4;Spring;1;27;28;11;59;19;1017
5;17;11;4;Very low;4;Spring;1;27;28;11;59;19;1017
5;17;12;1;Low;4;Spring;1;29;30;15;56;19;1016
5;17;12;2;Very low;4;Spring;1;29;30;15;56;19;1016
5;17;12;3;Very low;4;Spring;1;29;30;15;56;19;1016
5;17;12;4;Very low;4;Spring;1;29;30;15;56;19;1016
5;17;13;1;Low;4;Spring;1;30;31;16;50;18;1016
5;17;13;2;Very low;4;Spring;1;30;31;16;50;18;1016
5;17;13;3;Very low;4;Spring;1;30;31;16;50;18;1016
5;17;13;4;Very low;4;Spring;1;30;31;16;50;18;1016
5;17;14;1;Low;4;Spring;1;32;33;16;46;19;1015
5;17;14;2;Very low;4;Spring;1;32;33;16;46;19;1015
5;17;14;3;Very low;4;Spring;1;32;33;16;46;19;1015
5;17;14;4;Very low;4;Spring;1;32;33;16;46;19;1015
5;17;15;1;Low;4;Spring;1;33;34;16;45;19;1014
5;17;15;2;Very low;4;Spring;1;33;34;16;45;19;1014
5;17;15;3;Very low;4;Spring;1;33;34;16;45;19;1014
5;17;15;4;Very low;4;Spring;1;33;34;16;45;19;1014
5;17;16;1;Medium;4;Spring;1;32;34;18;43;18;1014
5;17;16;2;Very low;4;Spring;1;32;34;18;43;18;1014
5;17;16;3;Very low;4;Spring;1;32;34;18;43;18;1014
5;17;16;4;Very low;4;Spring;1;32;34;18;43;18;1014
5;17;17;1;High;4;Spring;1;31;32;19;49;19;1013
5;17;17;2;Very low;4;Spring;1;31;32;19;49;19;1013
5;17;17;3;Low;4;Spring;1;31;32;19;49;19;1013
5;17;17;4;Very low;4;Spring;1;31;32;19;49;19;1013
5;17;18;1;High;4;Spring;1;29;30;20;54;18;1013
5;17;18;2;Very low;4;Spring;1;29;30;20;54;18;1013
5;17;18;3;Very low;4;Spring;1;29;30;20;54;18;1013
5;17;18;4;Very low;4;Spring;1;29;30;20;54;18;1013
5;17;19;1;Medium;4;Spring;1;27;28;22;57;18;1014
5;17;19;2;Very low;4;Spring;1;27;28;22;57;18;1014
5;17;19;3;Very low;4;Spring;1;27;28;22;57;18;1014
5;17;19;4;Very low;4;Spring;1;27;28;22;57;18;1014
5;17;20;1;Low;4;Spring;1;27;28;19;58;18;1014
5;17;20;2;Very low;4;Spring;1;27;28;19;58;18;1014
5;17;20;3;Very low;4;Spring;1;27;28;19;58;18;1014
5;17;20;4;Very low;4;Spring;1;27;28;19;58;18;1014
5;17;21;1;Low;4;Spring;1;26;27;16;60;18;1014
5;17;21;2;Very low;4;Spring;1;26;27;16;60;18;1014
5;17;21;3;Very low;4;Spring;1;26;27;16;60;18;1014
5;17;21;4;Very low;4;Spring;1;26;27;16;60;18;1014
5;17;22;1;Very low;4;Spring;1;25;25;16;65;18;1014
5;17;22;2;Very low;4;Spring;1;25;25;16;65;18;1014
5;17;22;3;Very low;4;Spring;1;25;25;16;65;18;1014
5;17;22;4;Very low;4;Spring;1;25;25;16;65;18;1014
5;17;23;1;Very low;4;Spring;1;24;24;16;69;18;1015
5;17;23;2;Very low;4;Spring;1;24;24;16;69;18;1015
5;17;23;3;Very low;4;Spring;1;24;24;16;69;18;1015
5;17;23;4;Very low;4;Spring;1;24;24;16;69;18;1015
5;18;0;1;Very low;5;Spring;1;24;24;15;69;18;1015
5;18;0;2;Very low;5;Spring;1;24;24;15;69;18;1015
5;18;0;3;Very low;5;Spring;1;24;24;15;69;18;1015
5;18;0;4;Very low;5;Spring;1;24;24;15;69;18;1015
5;18;1;1;Very low;5;Spring;1;23;23;14;72;18;1015
5;18;1;3;Very low;5;Spring;1;23;23;14;72;18;1015
5;18;1;4;Very low;5;Spring;1;23;23;14;72;18;1015
5;18;2;1;Very low;5;Spring;1;23;23;15;71;17;1014
5;18;2;2;Very low;5;Spring;1;23;23;15;71;17;1014
5;18;2;3;Very low;5;Spring;1;23;23;15;71;17;1014
5;18;3;1;Very low;5;Spring;1;22;22;12;72;17;1014
5;18;3;4;Very low;5;Spring;1;22;22;12;72;17;1014
5;18;4;1;Very low;5;Spring;1;22;22;13;73;17;1014
5;18;4;2;Very low;5;Spring;1;22;22;13;73;17;1014
5;18;4;3;Very low;5;Spring;1;22;22;13;73;17;1014
5;18;5;1;Very low;5;Spring;1;21;21;13;73;16;1015
5;18;5;2;Very low;5;Spring;1;21;21;13;73;16;1015
5;18;5;3;Very low;5;Spring;1;21;21;13;73;16;1015
5;18;5;4;Very low;5;Spring;1;21;21;13;73;16;1015
5;18;6;1;Very low;5;Spring;1;22;22;11;73;17;1016
5;18;6;2;Very low;5;Spring;1;22;22;11;73;17;1016
5;18;6;3;Very low;5;Spring;1;22;22;11;73;17;1016
5;18;6;4;Very low;5;Spring;1;22;22;11;73;17;1016
5;18;7;1;Medium;5;Spring;1;22;22;11;73;17;1016
5;18;7;2;Very low;5;Spring;1;22;22;11;73;17;1016
5;18;7;3;Very low;5;Spring;1;22;22;11;73;17;1016
5;18;7;4;Very low;5;Spring;1;22;22;11;73;17;1016
5;18;8;1;Medium;5;Spring;1;24;24;13;68;18;1016
5;18;8;2;Low;5;Spring;1;24;24;13;68;18;1016
