month;weekday;day;hour;season;workday;temperature;r_temperature;wind;humidity;dew_point;pressure;qtd
6;5;29;1;Summer;1;21;21;21;66;14;1021;30
6;5;29;2;Summer;1;21;21;18;68;15;1021;13
6;5;29;3;Summer;1;21;21;17;71;15;1021;6
6;5;29;4;Summer;1;19;19;13;77;15;1021;9
6;5;29;5;Summer;1;19;19;11;82;16;1021;127
6;5;29;6;Summer;1;20;20;16;79;16;1021;415
6;5;29;7;Summer;1;21;21;17;78;17;1021;999
6;5;29;8;Summer;1;22;22;19;73;17;1021;1359
6;5;29;9;Summer;1;25;25;21;60;16;1020;606
6;5;29;10;Summer;1;27;27;23;50;15;1020;401
6;5;29;11;Summer;1;28;28;21;48;16;1020;490
6;5;29;12;Summer;1;29;29;15;48;17;1019;587
6;5;29;13;Summer;1;30;31;16;47;18;1018;595
6;5;29;14;Summer;1;31;32;21;46;18;1018;567
6;5;29;15;Summer;1;32;32;21;43;17;1018;689
6;5;29;16;Summer;1;32;32;21;41;17;1017;969
6;5;29;17;Summer;1;31;32;28;46;18;1017;1581
6;5;29;18;Summer;1;30;32;28;52;20;1017;1429
6;5;29;19;Summer;1;29;31;24;55;19;1017;1055
6;5;29;20;Summer;1;28;29;23;55;18;1017;835
6;5;29;21;Summer;1;28;29;25;55;18;1017;527
6;5;29;22;Summer;1;27;28;26;54;17;1017;375
6;5;29;23;Summer;1;26;27;26;58;18;1017;206
6;6;30;0;Summer;1;26;27;24;60;18;1017;106
6;6;30;1;Summer;1;25;26;20;60;17;1018;54
6;6;30;2;Summer;1;25;25;19;63;17;1018;41
6;6;30;3;Summer;1;24;24;19;65;17;1017;15
6;6;30;4;Summer;1;23;23;19;68;17;1017;17
6;6;30;5;Summer;1;23;23;20;69;17;1017;104
6;6;30;6;Summer;1;23;23;15;69;17;1017;359
6;6;30;7;Summer;1;24;24;16;66;17;1017;832
6;6;30;8;Summer;1;25;26;17;62;18;1017;1317
6;6;30;9;Summer;1;26;27;17;63;19;1018;679
6;6;30;10;Summer;1;27;28;17;60;19;1017;522
6;6;30;11;Summer;1;30;31;19;52;19;1017;620
6;6;30;12;Summer;1;32;33;20;49;20;1016;691
6;6;30;13;Summer;1;33;35;25;46;19;1015;684
6;6;30;14;Summer;1;34;36;30;42;19;1014;670
6;6;30;15;Summer;1;33;35;29;41;18;1014;835
6;6;30;16;Summer;1;32;33;33;44;19;1014;1115
6;6;30;17;Summer;1;32;34;31;48;20;1013;1394
6;6;30;18;Summer;1;32;35;29;51;21;1014;1043
6;6;30;19;Summer;1;30;33;21;60;22;1014;868
6;6;30;20;Summer;1;29;31;18;64;21;1015;658
6;6;30;21;Summer;1;29;31;20;62;21;1015;476
6;6;30;22;Summer;1;28;30;19;64;21;1015;391
6;6;30;23;Summer;1;27;29;18;71;22;1015;261
7;7;1;0;Summer;0;27;29;21;74;22;1015;189
7;7;1;1;Summer;0;27;29;20;74;22;1015;121
7;7;1;2;Summer;0;26;28;23;77;22;1014;84
7;7;1;3;Summer;0;25;27;23;79;21;1013;36
7;7;1;4;Summer;0;25;27;19;79;21;1013;18
7;7;1;5;Summer;0;25;27;18;82;22;1013;38
7;7;1;6;Summer;0;25;27;19;82;22;1013;76
7;7;1;7;Summer;0;26;28;19;83;23;1014;167
7;7;1;8;Summer;0;27;29;23;80;23;1014;344
7;7;1;9;Summer;0;28;31;24;76;23;1013;561
7;7;1;10;Summer;0;28;31;23;74;23;1013;780
7;7;1;11;Summer;0;30;34;16;67;23;1013;930
7;7;1;12;Summer;0;31;35;22;62;23;1013;940
7;7;1;13;Summer;0;32;36;25;60;23;1012;942
7;7;1;14;Summer;0;33;38;25;57;23;1011;829
7;7;1;15;Summer;0;33;37;27;57;23;1011;725
7;7;1;16;Summer;0;25;27;6;85;22;1012;498
7;7;1;17;Summer;0;27;29;0;79;23;1011;752
7;7;1;18;Summer;0;28;31;0;71;22;1012;734
7;7;1;19;Summer;0;29;33;0;71;23;1012;790
7;7;1;20;Summer;0;29;34;1;76;24;1013;642
7;7;1;21;Summer;0;27;31;8;84;24;1014;555
7;7;1;22;Summer;0;26;29;11;87;24;1014;366
7;7;1;23;Summer;0;25;27;10;89;23;1014;292
7;1;2;0;Summer;0;25;26;9;89;23;1014;176
7;1;2;1;Summer;0;25;26;7;89;23;1014;167
7;1;2;2;Summer;0;25;26;6;89;23;1014;98
7;1;2;3;Summer;0;25;26;4;89;23;1014;47
7;1;2;4;Summer;0;24;25;0;93;23;1015;12
7;1;2;5;Summer;0;24;25;5;94;23;1015;29
7;1;2;6;Summer;0;25;26;6;90;23;1016;79
7;1;2;7;Summer;0;27;29;6;71;21;1017;173
7;1;2;8;Summer;0;29;31;8;63;21;1017;342
7;1;2;9;Summer;0;29;31;8;59;20;1017;568
7;1;2;10;Summer;0;30;33;11;56;21;1017;796
7;1;2;11;Summer;0;31;33;9;51;20;1017;937
7;1;2;12;Summer;0;32;33;7;45;18;1017;1028
7;1;2;13;Summer;0;33;34;12;42;18;1016;1070
7;1;2;14;Summer;0;33;34;13;41;18;1016;1136
7;1;2;15;Summer;0;33;34;10;41;18;1015;1115
7;1;2;16;Summer;0;33;34;13;41;18;1015;1031
7;1;2;17;Summer;0;33;34;20;45;19;1015;990
7;1;2;18;Summer;0;31;33;15;54;20;1015;887
7;1;2;19;Summer;0;29;32;9;63;22;1015;925
7;1;2;20;Summer;0;29;33;12;68;23;1015;787
7;1;2;21;Summer;0;28;32;11;70;22;1016;575
7;1;2;22;Summer;0;28;31;11;72;23;1016;378
7;1;2;23;Summer;0;27;30;11;77;23;1016;237
7;2;3;0;Summer;1;27;30;9;79;23;1016;114
7;2;3;1;Summer;1;27;30;7;79;23;1015;72
7;2;3;2;Summer;1;27;29;6;79;23;1015;44
7;2;3;3;Summer;1;26;27;4;80;22;1015;6
7;2;3;4;Summer;1;26;28;0;80;22;1016;15
7;2;3;5;Summer;1;24;26;9;82;21;1016;73
7;2;3;6;Summer;1;26;27;10;76;21;1016;232
7;2;3;7;Summer;1;27;28;12;65;20;1017;520
7;2;3;8;Summer;1;28;29;14;57;19;1017;734
7;2;3;9;Summer;1;30;31;18;51;18;1017;694
7;2;3;10;Summer;1;31;32;19;47;18;1017;784
7;2;3;11;Summer;1;32;32;18;43;17;1017;897
7;2;3;12;Summer;1;32;32;13;39;16;1016;985
7;2;3;13;Summer;1;33;33;14;38;17;1016;952
7;2;3;14;Summer;1;32;32;16;38;16;1016;1123
7;2;3;15;Summer;1;32;32;13;40;17;1016;1184
7;2;3;16;Summer;1;33;33;8;38;16;1015;1208
7;2;3;17;Summer;1;32;32;7;36;15;1015;1273
7;2;3;18;Summer;1;32;32;6;39;16;1015;1094
7;2;3;19;Summer;1;31;31;10;40;16;1016;1005
7;2;3;20;Summer;1;30;30;11;43;16;1016;856
7;2;3;21;Summer;1;28;29;9;53;18;1016;675
7;2;3;22;Summer;1;28;30;9;60;20;1017;438
7;2;3;23;Summer;1;27;29;8;69;21;1016;315
7;3;4;0;Summer;0;26;28;8;77;22;1016;230
7;3;4;1;Summer;0;26;28;8;82;23;1016;133
7;3;4;2;Summer;0;26;28;7;82;23;1016;90
7;3;4;3;Summer;0;26;28;6;79;22;1015;42
7;3;4;4;Summer;0;25;26;8;84;22;1016;11
7;3;4;5;Summer;0;26;27;2;70;20;1016;42
7;3;4;6;Summer;0;26;27;4;71;20;1016;91
7;3;4;7;Summer;0;26;28;7;77;22;1017;184
7;3;4;8;Summer;0;27;29;3;71;21;1017;351
7;3;4;9;Summer;0;29;31;5;60;20;1017;663
7;3;4;10;Summer;0;30;32;6;54;20;1017;921
7;3;4;11;Summer;0;32;33;2;48;19;1017;1021
7;3;4;12;Summer;0;32;33;4;44;18;1017;1075
7;3;4;13;Summer;0;32;34;9;47;19;1016;1160
7;3;4;14;Summer;0;32;34;15;49;20;1016;1278
7;3;4;15;Summer;0;32;33;13;45;19;1015;1159
7;3;4;16;Summer;0;31;33;9;48;19;1016;955
7;3;4;17;Summer;0;28;30;12;65;21;1015;852
7;3;4;18;Summer;0;30;32;7;61;21;1015;967
7;3;4;19;Summer;0;29;32;15;67;22;1016;1108
7;3;4;20;Summer;0;27;29;17;75;22;1017;965
7;3;4;21;Summer;0;26;28;2;79;22;1018;1061
7;3;4;22;Summer;0;26;28;3;79;22;1018;835
7;3;4;23;Summer;0;26;28;7;77;22;1018;209
7;4;5;0;Summer;1;26;27;14;74;21;1018;106
7;4;5;1;Summer;1;26;27;13;79;22;1018;36
7;4;5;2;Summer;1;25;26;8;83;22;1018;30
7;4;5;3;Summer;1;24;25;7;91;23;1018;10
7;4;5;4;Summer;1;24;25;10;94;23;1018;16
7;4;5;5;Summer;1;24;25;11;94;23;1018;93
7;4;5;6;Summer;1;24;25;10;94;23;1019;306
7;4;5;7;Summer;1;25;26;13;90;23;1020;677
7;4;5;8;Summer;1;26;27;12;89;24;1020;976
7;4;5;9;Summer;1;26;28;9;89;24;1020;422
7;4;5;10;Summer;1;27;30;14;85;24;1020;262
7;4;5;11;Summer;1;28;31;12;80;24;1020;462
7;4;5;12;Summer;1;28;31;16;74;23;1020;606
7;4;5;13;Summer;1;28;31;17;74;23;1019;629
7;4;5;14;Summer;1;28;31;19;72;22;1019;586
7;4;5;15;Summer;1;29;32;19;67;22;1019;717
7;4;5;16;Summer;1;29;33;22;69;23;1019;1002
7;4;5;17;Summer;1;28;32;20;70;22;1019;1540
7;4;5;18;Summer;1;25;26;25;80;21;1019;1250
7;4;5;19;Summer;1;24;25;19;93;22;1019;281
7;4;5;20;Summer;1;23;24;4;86;21;1020;166
7;4;5;21;Summer;1;24;25;5;87;21;1020;169
7;4;5;22;Summer;1;24;25;8;93;23;1020;153
7;4;5;23;Summer;1;24;25;9;94;23;1020;92
7;5;6;0;Summer;1;24;25;8;94;23;1019;48
7;5;6;1;Summer;1;24;25;9;94;23;1019;16
7;5;6;2;Summer;1;24;25;12;94;23;1018;16
7;5;6;3;Summer;1;24;25;14;94;23;1017;5
7;5;6;4;Summer;1;23;24;13;100;23;1017;5
7;5;6;5;Summer;1;24;25;14;97;23;1017;30
7;5;6;6;Summer;1;23;24;12;100;23;1018;92
7;5;6;7;Summer;1;24;25;9;97;23;1018;131
7;5;6;8;Summer;1;24;25;12;94;23;1018;272
7;5;6;9;Summer;1;24;25;12;94;23;1017;161
7;5;6;10;Summer;1;24;25;9;94;23;1017;94
7;5;6;11;Summer;1;24;25;12;97;24;1017;114
7;5;6;12;Summer;1;25;27;8;92;24;1017;256
7;5;6;13;Summer;1;26;28;11;89;24;1016;304
7;5;6;14;Summer;1;27;29;8;82;23;1015;411
7;5;6;15;Summer;1;26;29;12;85;24;1014;390
7;5;6;16;Summer;1;27;29;18;85;24;1014;706
7;5;6;17;Summer;1;26;29;18;84;23;1013;1255
7;5;6;18;Summer;1;26;28;18;84;23;1013;1130
7;5;6;19;Summer;1;26;28;19;85;23;1013;825
7;5;6;20;Summer;1;25;26;14;89;23;1014;459
7;5;6;21;Summer;1;24;25;10;92;23;1013;244
7;5;6;22;Summer;1;24;25;6;94;23;1013;255
7;5;6;23;Summer;1;24;25;6;94;23;1013;138
7;6;7;0;Summer;1;24;25;8;94;23;1012;70
7;6;7;1;Summer;1;24;25;1;94;23;1011;31
7;6;7;2;Summer;1;24;25;2;94;23;1011;25
7;6;7;3;Summer;1;24;25;4;94;23;1010;3
7;6;7;4;Summer;1;24;25;7;94;23;1010;12
7;6;7;5;Summer;1;24;25;6;94;23;1009;88
7;6;7;6;Summer;1;24;25;9;94;23;1009;291
7;6;7;7;Summer;1;24;25;8;94;23;1009;697
7;6;7;8;Summer;1;25;27;10;87;23;1010;1210
7;6;7;9;Summer;1;26;28;16;81;22;1010;660
7;6;7;10;Summer;1;27;29;21;76;22;1010;443
7;6;7;11;Summer;1;27;29;27;71;21;1011;557
7;6;7;12;Summer;1;28;31;25;66;21;1011;785
7;6;7;13;Summer;1;30;33;21;57;21;1010;792
7;6;7;14;Summer;1;32;34;19;52;21;1009;795
7;6;7;15;Summer;1;32;34;21;46;19;1009;799
7;6;7;16;Summer;1;32;33;20;43;18;1009;1073
7;6;7;17;Summer;1;32;33;20;45;19;1008;1602
7;6;7;18;Summer;1;32;34;22;48;20;1008;1203
7;6;7;19;Summer;1;31;33;20;49;19;1008;965
7;6;7;20;Summer;1;28;29;17;64;20;1009;664
7;6;7;21;Summer;1;25;26;11;71;20;1009;480
7;6;7;22;Summer;1;24;25;8;74;20;1010;432
7;6;7;23;Summer;1;24;25;8;81;21;1010;304
7;7;8;0;Summer;0;23;24;3;83;20;1010;227
7;7;8;1;Summer;0;24;24;0;78;19;1009;109
7;7;8;2;Summer;0;23;24;4;79;20;1009;75
7;7;8;3;Summer;0;23;24;7;85;20;1009;28
7;7;8;4;Summer;0;22;23;6;93;21;1008;14
7;7;8;5;Summer;0;23;23;2;83;20;1009;29
7;7;8;6;Summer;0;24;24;5;75;19;1009;84
7;7;8;7;Summer;0;26;26;6;67;19;1010;200
7;7;8;8;Summer;0;26;27;15;62;18;1010;414
7;7;8;9;Summer;0;27;28;18;57;18;1010;787
7;7;8;10;Summer;0;29;30;14;55;19;1010;950
7;7;8;11;Summer;0;30;31;16;51;19;1010;1108
7;7;8;12;Summer;0;30;31;17;51;19;1010;1229
7;7;8;13;Summer;0;31;32;14;50;19;1010;1275
7;7;8;14;Summer;0;31;31;19;45;18;1010;1199
7;7;8;15;Summer;0;32;32;18;42;17;1009;1183
7;7;8;16;Summer;0;32;32;20;39;16;1009;1105
7;7;8;17;Summer;0;31;31;18;41;17;1009;1077
7;7;8;18;Summer;0;31;31;19;40;16;1010;1025
7;7;8;19;Summer;0;30;29;19;37;14;1010;1029
7;7;8;20;Summer;0;28;27;21;44;14;1011;826
7;7;8;21;Summer;0;25;25;19;52;15;1013;688
7;7;8;22;Summer;0;24;24;17;56;15;1013;487
7;7;8;23;Summer;0;24;24;17;57;15;1013;369
7;1;9;0;Summer;0;24;24;17;57;15;1014;243
7;1;9;1;Summer;0;23;23;15;64;16;1014;155
7;1;9;2;Summer;0;22;22;11;69;16;1014;97
7;1;9;3;Summer;0;22;22;13;71;16;1014;54
7;1;9;4;Summer;0;22;22;18;73;17;1015;29
7;1;9;5;Summer;0;21;21;20;77;17;1016;28
7;1;9;6;Summer;0;21;21;16;78;17;1017;75
7;1;9;7;Summer;0;22;22;15;71;17;1017;176
7;1;9;8;Summer;0;24;24;15;64;16;1018;401
7;1;9;9;Summer;0;25;25;18;56;16;1018;732
7;1;9;10;Summer;0;27;27;19;46;14;1018;1018
7;1;9;11;Summer;0;27;27;14;42;13;1018;1128
7;1;9;12;Summer;0;28;27;14;39;12;1018;1216
7;1;9;13;Summer;0;28;27;18;37;12;1018;1240
7;1;9;14;Summer;0;29;28;18;36;12;1018;1305
7;1;9;15;Summer;0;30;29;11;34;12;1017;1222
7;1;9;16;Summer;0;29;28;2;36;13;1017;1224
7;1;9;17;Summer;0;29;28;8;37;13;1017;1190
7;1;9;18;Summer;0;29;28;11;37;13;1016;1086
7;1;9;19;Summer;0;28;28;3;40;14;1017;891
7;1;9;20;Summer;0;27;28;4;49;16;1017;702
7;1;9;21;Summer;0;26;27;9;50;15;1017;538
7;1;9;22;Summer;0;26;26;9;46;13;1018;365
7;1;9;23;Summer;0;25;25;7;56;15;1018;187
7;2;10;0;Summer;1;24;24;8;67;18;1018;93
7;2;10;1;Summer;1;24;24;8;69;18;1018;32
7;2;10;2;Summer;1;24;24;6;69;18;1017;29
7;2;10;3;Summer;1;23;23;6;73;18;1017;9
7;2;10;4;Summer;1;23;23;7;77;19;1017;17
7;2;10;5;Summer;1;23;23;10;78;19;1017;112
7;2;10;6;Summer;1;23;24;9;82;20;1017;393
7;2;10;7;Summer;1;24;25;8;79;20;1017;887
7;2;10;8;Summer;1;24;25;9;78;20;1018;1126
7;2;10;9;Summer;1;25;27;10;79;21;1018;498
7;2;10;10;Summer;1;27;29;16;76;22;1018;369
7;2;10;11;Summer;1;28;31;17;69;22;1017;488
7;2;10;12;Summer;1;30;33;18;59;21;1017;511
7;2;10;13;Summer;1;31;34;22;55;21;1016;517
7;2;10;14;Summer;1;31;33;21;51;20;1016;547
7;2;10;15;Summer;1;32;34;20;51;20;1015;632
7;2;10;16;Summer;1;31;35;20;57;22;1015;971
7;2;10;17;Summer;1;31;35;21;59;22;1014;1687
7;2;10;18;Summer;1;31;35;19;59;22;1014;1370
7;2;10;19;Summer;1;30;34;16;61;22;1014;1015
7;2;10;20;Summer;1;29;32;13;64;22;1014;771
7;2;10;21;Summer;1;28;31;13;68;22;1015;487
7;2;10;22;Summer;1;28;31;17;70;22;1015;273
7;2;10;23;Summer;1;28;31;19;70;22;1014;85
7;3;11;0;Summer;1;28;31;21;68;22;1014;27
7;3;11;1;Summer;1;28;30;20;67;21;1014;12
7;3;11;2;Summer;1;27;28;9;70;21;1014;12
7;3;11;3;Summer;1;26;27;7;74;20;1014;7
7;3;11;4;Summer;1;24;25;9;83;21;1014;18
7;3;11;5;Summer;1;24;25;11;88;22;1014;122
7;3;11;6;Summer;1;24;25;9;93;23;1015;457
7;3;11;7;Summer;1;25;27;13;87;23;1015;1064
7;3;11;8;Summer;1;27;29;13;81;23;1015;1374
7;3;11;9;Summer;1;28;31;14;79;24;1015;624
7;3;11;10;Summer;1;29;33;17;76;24;1015;458
7;3;11;11;Summer;1;29;33;18;71;23;1015;451
7;3;11;12;Summer;1;29;32;15;67;22;1015;578
7;3;11;13;Summer;1;29;33;12;69;23;1015;504
7;3;11;14;Summer;1;31;35;13;61;22;1015;501
7;3;11;15;Summer;1;33;36;20;51;21;1014;614
7;3;11;16;Summer;1;33;35;23;46;20;1014;923
7;3;11;17;Summer;1;32;34;24;45;19;1014;1735
7;3;11;18;Summer;1;32;34;21;49;20;1014;1443
7;3;11;19;Summer;1;31;34;17;52;20;1014;965
7;3;11;20;Summer;1;30;33;5;56;21;1014;730
7;3;11;21;Summer;1;29;32;4;68;22;1015;530
7;3;11;22;Summer;1;28;31;9;74;23;1015;349
7;3;11;23;Summer;1;28;30;9;72;22;1015;178
7;4;12;0;Summer;1;27;29;8;70;21;1016;79
7;4;12;1;Summer;1;27;29;8;70;21;1016;18
7;4;12;2;Summer;1;27;29;6;70;21;1016;14
7;4;12;3;Summer;1;26;28;7;73;21;1016;7
7;4;12;4;Summer;1;26;27;7;74;21;1016;15
7;4;12;5;Summer;1;26;28;10;78;22;1016;128
7;4;12;6;Summer;1;26;27;11;75;21;1017;451
7;4;12;7;Summer;1;27;28;17;63;20;1018;1055
7;4;12;8;Summer;1;29;30;20;58;20;1018;1239
7;4;12;9;Summer;1;30;32;16;55;20;1018;628
7;4;12;10;Summer;1;32;35;13;50;21;1018;433
7;4;12;11;Summer;1;32;35;16;51;21;1018;474
7;4;12;12;Summer;1;33;36;14;49;21;1017;549
7;4;12;13;Summer;1;33;36;11;48;21;1017;547
7;4;12;14;Summer;1;34;37;12;48;21;1017;525
7;4;12;15;Summer;1;34;38;17;48;22;1017;625
7;4;12;16;Summer;1;34;37;20;48;21;1016;972
7;4;12;17;Summer;1;34;37;18;47;21;1016;1647
7;4;12;18;Summer;1;34;36;18;45;20;1016;1348
7;4;12;19;Summer;1;33;36;17;47;21;1016;897
7;4;12;20;Summer;1;32;36;13;53;22;1016;781
7;4;12;21;Summer;1;30;35;9;69;24;1017;520
7;4;12;22;Summer;1;29;35;3;79;25;1016;345
7;4;12;23;Summer;1;28;33;5;79;24;1017;188
7;5;13;0;Summer;1;28;32;9;79;24;1017;92
7;5;13;1;Summer;1;28;32;10;79;24;1017;35
7;5;13;2;Summer;1;27;31;13;84;25;1016;15
7;5;13;3;Summer;1;27;30;9;83;24;1017;4
7;5;13;4;Summer;1;27;30;8;79;23;1017;18
7;5;13;5;Summer;1;26;28;9;83;23;1017;124
7;5;13;6;Summer;1;27;29;10;80;23;1017;427
7;5;13;7;Summer;1;28;31;8;75;23;1017;999
7;5;13;8;Summer;1;29;33;12;74;24;1018;1191
7;5;13;9;Summer;1;30;36;15;70;24;1017;536
7;5;13;10;Summer;1;32;38;15;64;24;1017;359
7;5;13;11;Summer;1;33;38;19;53;23;1017;437
7;5;13;12;Summer;1;34;38;18;49;22;1017;528
7;5;13;13;Summer;1;35;39;16;48;22;1017;480
7;5;13;14;Summer;1;35;40;15;49;23;1016;471
7;5;13;15;Summer;1;34;40;21;52;23;1015;571
7;5;13;16;Summer;1;34;40;23;55;24;1015;842
7;5;13;17;Summer;1;35;41;22;52;23;1014;1450
7;5;13;18;Summer;1;34;39;20;49;22;1015;1264
7;5;13;19;Summer;1;33;38;17;53;23;1015;946
7;5;13;20;Summer;1;32;37;13;58;23;1015;735
7;5;13;21;Summer;1;32;37;10;59;23;1016;505
7;5;13;22;Summer;1;31;36;10;59;22;1016;401
7;5;13;23;Summer;1;30;34;10;65;23;1016;229
7;6;14;0;Summer;1;30;33;8;64;22;1016;95
7;6;14;1;Summer;1;29;32;7;61;21;1016;58
7;6;14;2;Summer;1;28;33;8;77;24;1016;34
7;6;14;3;Summer;1;28;34;9;88;26;1016;9
7;6;14;4;Summer;1;27;30;12;84;24;1016;18
7;6;14;5;Summer;1;26;28;10;89;24;1016;106
7;6;14;6;Summer;1;26;28;7;89;24;1016;362
7;6;14;7;Summer;1;27;30;10;89;25;1016;822
7;6;14;8;Summer;1;28;33;11;89;26;1016;1161
7;6;14;9;Summer;1;29;36;12;84;26;1016;548
7;6;14;10;Summer;1;31;39;17;74;26;1016;424
7;6;14;11;Summer;1;32;41;16;71;26;1016;479
7;6;14;12;Summer;1;33;42;16;69;26;1015;613
7;6;14;13;Summer;1;35;41;23;53;24;1014;602
7;6;14;14;Summer;1;35;41;20;51;23;1013;519
7;6;14;15;Summer;1;34;41;17;56;24;1013;718
7;6;14;16;Summer;1;33;39;25;56;23;1013;616
7;6;14;17;Summer;1;23;24;14;91;22;1015;637
7;6;14;18;Summer;1;24;25;10;91;23;1014;417
7;6;14;19;Summer;1;25;26;6;89;23;1014;499
7;6;14;20;Summer;1;25;26;8;89;23;1014;518
7;6;14;21;Summer;1;24;25;7;92;23;1014;431
7;6;14;22;Summer;1;25;26;9;91;23;1014;352
7;6;14;23;Summer;1;24;25;9;95;23;1014;274
7;7;15;0;Summer;0;25;26;11;90;23;1014;213
7;7;15;1;Summer;0;24;25;8;95;24;1014;137
7;7;15;2;Summer;0;24;25;3;100;24;1014;86
7;7;15;3;Summer;0;24;25;4;100;24;1014;48
7;7;15;4;Summer;0;24;25;11;96;23;1014;24
7;7;15;5;Summer;0;24;25;12;94;23;1014;24
7;7;15;6;Summer;0;25;26;11;91;23;1014;79
7;7;15;7;Summer;0;26;27;9;82;22;1014;210
7;7;15;8;Summer;0;27;29;14;72;21;1015;410
7;7;15;9;Summer;0;28;30;19;67;21;1015;654
7;7;15;10;Summer;0;28;30;22;66;21;1015;918
7;7;15;11;Summer;0;29;32;21;61;21;1015;1037
7;7;15;12;Summer;0;31;32;21;53;20;1015;1120
7;7;15;13;Summer;0;31;32;23;47;18;1014;1080
7;7;15;14;Summer;0;31;32;22;46;18;1014;1121
7;7;15;15;Summer;0;32;32;18;43;17;1013;1049
7;7;15;16;Summer;0;31;31;19;42;17;1013;1174
7;7;15;17;Summer;0;31;31;16;43;17;1013;1061
7;7;15;18;Summer;0;31;31;17;43;17;1013;982
7;7;15;19;Summer;0;30;30;19;46;17;1013;921
7;7;15;20;Summer;0;28;29;18;50;17;1013;782
7;7;15;21;Summer;0;27;28;17;53;17;1014;582
7;7;15;22;Summer;0;27;28;16;54;17;1015;410
7;7;15;23;Summer;0;26;27;15;56;17;1015;347
7;1;16;0;Summer;0;25;26;13;60;17;1015;270
7;1;16;1;Summer;0;24;24;13;63;17;1015;167
7;1;16;2;Summer;0;24;24;15;65;17;1015;102
7;1;16;3;Summer;0;23;23;13;69;17;1015;72
7;1;16;4;Summer;0;23;23;4;71;17;1015;26
7;1;16;5;Summer;0;22;22;7;72;17;1015;27
7;1;16;6;Summer;0;23;23;7;74;18;1016;69
7;1;16;7;Summer;0;24;24;7;68;17;1016;146
7;1;16;8;Summer;0;25;26;10;62;18;1016;382
7;1;16;9;Summer;0;27;27;10;54;17;1016;591
7;1;16;10;Summer;0;28;28;9;51;17;1016;874
7;1;16;11;Summer;0;29;29;13;49;17;1015;972
7;1;16;12;Summer;0;29;30;15;50;18;1015;1058
7;1;16;13;Summer;0;29;30;16;51;18;1015;1123
7;1;16;14;Summer;0;30;31;13;50;18;1014;1090
7;1;16;15;Summer;0;31;32;8;45;18;1014;1097
7;1;16;16;Summer;0;31;32;9;45;18;1014;1055
7;1;16;17;Summer;0;31;32;8;46;18;1013;986
7;1;16;18;Summer;0;31;31;6;44;17;1013;901
7;1;16;19;Summer;0;30;31;13;55;19;1014;839
7;1;16;20;Summer;0;28;30;15;64;21;1014;767
7;1;16;21;Summer;0;27;29;15;71;22;1015;415
7;1;16;22;Summer;0;27;29;16;74;22;1015;377
7;1;16;23;Summer;0;27;29;15;72;21;1015;178
7;2;17;0;Summer;1;26;28;15;76;22;1015;66
7;2;17;1;Summer;1;26;28;11;79;22;1015;37
7;2;17;2;Summer;1;25;27;8;81;22;1015;21
7;2;17;3;Summer;1;25;26;9;85;22;1015;5
7;2;17;4;Summer;1;25;26;8;89;23;1015;13
7;2;17;5;Summer;1;24;25;7;93;23;1015;120
7;2;17;6;Summer;1;25;26;7;91;23;1015;413
7;2;17;7;Summer;1;26;27;7;86;23;1016;895
7;2;17;8;Summer;1;26;28;8;84;23;1016;1083
7;2;17;9;Summer;1;27;30;8;78;23;1016;555
7;2;17;10;Summer;1;29;33;9;74;24;1016;402
7;2;17;11;Summer;1;30;35;14;66;23;1016;452
7;2;17;12;Summer;1;31;35;15;60;22;1016;524
7;2;17;13;Summer;1;31;35;17;59;22;1015;457
7;2;17;14;Summer;1;31;34;16;57;21;1015;298
7;2;17;15;Summer;1;32;36;16;55;22;1015;464
7;2;17;16;Summer;1;32;34;18;49;20;1015;928
7;2;17;17;Summer;1;31;34;15;54;21;1015;1647
7;2;17;18;Summer;1;30;33;15;63;22;1015;1252
7;2;17;19;Summer;1;29;33;19;71;23;1016;1031
7;2;17;20;Summer;1;29;32;19;72;23;1016;795
7;2;17;21;Summer;1;27;30;16;77;23;1017;540
7;2;17;22;Summer;1;27;30;15;79;23;1017;319
7;2;17;23;Summer;1;27;30;12;79;23;1017;161
7;3;18;0;Summer;1;26;29;10;84;24;1017;64
7;3;18;1;Summer;1;26;28;14;89;24;1017;25
7;3;18;2;Summer;1;26;28;12;89;24;1017;21
7;3;18;3;Summer;1;26;28;11;89;24;1017;6
7;3;18;4;Summer;1;26;28;11;89;24;1017;17
7;3;18;5;Summer;1;26;28;11;89;24;1017;134
7;3;18;6;Summer;1;25;26;13;89;23;1018;453
7;3;18;7;Summer;1;26;28;8;78;22;1018;1076
7;3;18;8;Summer;1;27;30;7;77;23;1018;1309
7;3;18;9;Summer;1;28;31;6;76;23;1019;535
7;3;18;10;Summer;1;29;33;9;74;24;1019;424
7;3;18;11;Summer;1;30;35;11;66;23;1018;480
7;3;18;12;Summer;1;32;37;12;63;24;1018;547
7;3;18;13;Summer;1;32;38;20;63;24;1017;518
7;3;18;14;Summer;1;33;38;23;59;23;1017;455
7;3;18;15;Summer;1;33;37;16;53;22;1017;610
7;3;18;16;Summer;1;33;38;18;55;23;1017;893
7;3;18;17;Summer;1;30;33;25;62;22;1017;1161
7;3;18;18;Summer;1;28;30;9;67;21;1017;1287
7;3;18;19;Summer;1;28;31;2;73;23;1017;1059
7;3;18;20;Summer;1;28;31;8;74;23;1018;790
7;3;18;21;Summer;1;28;32;13;77;24;1018;549
7;3;18;22;Summer;1;28;32;13;79;24;1018;315
